root,root_base,canonical_root,is_homonym,variant_no,examples
скоморох,скоморох,скоморох,0,,скоморох
скоморош,скоморош,скоморох,0,,скоморошеский; скоморошество; скоморошествовать; скомороший; скоморошничать; скоморошничество; скоморошный
скоп,скоп,скоп,0,,скопить (кастрировать); скопец; оскопление; оскоплять; оскопляться; скопческий; скопчество; скопчиха
скор-1,скор,скор-1,1,1,скорый; скоро; вскоре; скорость; ускорение; ускорить; скоростной; ускоренный; наскоро; ускорять
скор-2,скор,скор-2,1,2,заскорузлый; скорняк; заскорузлость; заскорузнуть; скора; скорняжий; скорняжить; скорняжничать; скорняжный; скорнячество
скорб,скорб,скорб,0,,оскорбить; оскорбление; скорбь; скорбный; оскорблять; оскорбительный; скорбеть; прискорбный; оскорбиться; прискорбие
скород,скород,скород,0,,скорода; скородить; скородиться
скором,скором,скором,0,,оскоромить; оскоромиться; скоромить; скоромиться; скоромник; скоромница; скоромничать; скоромный
скот,скот,скот,0,,скот; скотина; скотный; скотский; поскотина; скотий; скотинка; скотник; скотство; оскотиниться
скоч,скоч,скак,0,,выскочить; подскочить; проскочить; отскочить; соскочить; заскочить; перескочить; выскочка; наскочить; вприскочку
скреб,скреб,скреб,0,,скребок; соскребать; выскребание; выскребать; выскребаться; выскребки; доскребать; доскребаться; наскребать; отскребать
скрёб,скрёб,скреб,0,,выскрёбывать; доскрёбывать; наскрёбывать; оскрёбок; оскрёбыш; подскрёбыш; поскрёбки; поскрёбыш; скрёбка; соскрёбывать
скрежет,скрежет,скрежет,0,,скрежет; скрежетать; заскрежетать; поскрежетать; проскрежетать
скрес,скрес,скреб,0,,скрести; поскрести; наскрести; скрестись; заскрести; соскрести; выскрести; доскрести; доскрестись; заскрестись
скрижал,скрижал,скрижал,0,,скрижаль; скрижальный
скрип,скрип,скрип,0,,скрипка; скрипеть; скрип; скрипач; скрипучий; скрипнуть; заскрипеть; поскрипывать; скрипичный; проскрипеть
скряг,скряг,скряг,0,,скряга
скряж,скряж,скряг,0,,скряжничание; скряжничать; скряжничество
скуд,скуд,скуд,0,,скудный; паскуда; паскудный; оскудеть; оскудение; скудеть; скудность; оскудевать; оскуделый; паскудить
скудел,скудел,скудел,0,,скудель; скудельница; скудельничий; скудельный
скул-1,скул,скул-1,1,1,скула; скуластый; скуловой; скуластость; скуловатый
скул-2,скул,скул-2,1,2,скулить; заскулить; поскулить; скулёж; скулила; скулистый
скуп,скуп,скуп,0,,скупой; скупиться; скупость; поскупиться; скупердяй; скуповатый; скупенький; скупердяга; скупердяйка; скупец
сл-1,сл,сл-1,1,1,послать; прислать; послание; выслать; сослаться; слать; отослать; разослать; сослать; посланец
сл-2,сл,сл-2,1,2,заслать; сланец; осланцевание; сланцеватость; сланцеватый; сланцевый; слань
сла,сла,сла,0,,отслаиваться; расслаиваться; наслаиваться; наслаивание; наслаивать; отслаивание; отслаивать; переслаивать; переслаиваться; подслаивать
слаб,слаб,слаб,0,,слабый; слабость; расслабиться; ослабить; ослабление; ослабеть; слабеть; ослабнуть; расслабляться; слабенький
слав-1,слав,слав-1,1,1,слава; славный; прославить; славиться; прославиться; прославленный; славить; прославлять; прославление; обуславливать
слав-2,слав,слав-2,1,2,славянский; славянин; славист; славянка; славянство; славистика; славистический; славистка; славистский; славянизация
слад,слад,слад,0,,сладкий; сладость; насладиться; сладостный; сладковатый; сладенький; услада; насладить; сладостник; усладительный
слажд,слажд,слад,0,,наслаждение; наслаждаться; услаждать; наслаждать; услаждаться; услаждение
сласт,сласт,слад,0,,всласть; подсластить; сласть; засластить; насластить; пересластить; сластёна; сластить; сластиться; сластушка
слащ,слащ,слад,0,,слащавый; заслащивать; заслащиваться; наслащивать; наслащиваться; переслащённый; переслащивать; переслащиваться; подслащённый; подслащивать
слег,слег,слег,0,,слега
след,след,след,0,,последний; следовать; следующий; исследование; след; следить; последствие; следствие; следователь; вслед
слеж,слеж,след,0,,прослеживаться; слежка; слежение; выслеживать; прослеживать; выслеживание; выслеживаться; заслеживать; исслеживать; услеживать
слез,слез,слез,0,,слеза; слезиться; слезинка; прослезиться; слезливый; заслезиться; слезливость; слезник; слезница
слёз,слёз,слез,0,,бесслёзный; слёзка; слёзный; слёзонька
слеп,слеп,слеп,0,,слепой; ослепительный; слепить (лишать зрения); ослепить; ослепнуть; слепота; вслепую; слепец; ослеплять; подслеповатый
слесар,слесар,слесар,0,,слесарь; слесарный; слесарить; слесарничать; слесарня; слесарский; слесарство; слесарша
слив,слив,слив,0,,слива; сливовый; сливвняк; сливный; сливянка; сливяной
слиз,слиз,слиз,0,,слизистый; слизь; слизнуть; слизняк; ослизлый; ослизнение; ослизнуть; слизевик; слизевой; слизень
сло(j),сло(j),сла,0,,слой; прослойка; расслоение; слоистый; наслоение; слойка; послойный; слоиться; отслоиться; наслоить
слобод,слобод,слобод,0,,слобода; слободка; слободской
слобож,слобож,слобод,0,,слобожанин; слобожанка
слов-1,слов,слав-1,1,1,слово; условие; обусловить; словарь; условный; пресловутый; словесный; предисловие; безусловный; словечко
слов-2,слов,слав-2,1,2,словацкий; словак; словенский; словачка; словенец; словенка; словинец; словинка; словинский
слон-1,слон,слон-1,1,1,слон; слоновый; слоник; слониха; слонёнок; слонина; слоновник; слоновость; слоновщик
слон-2,слон,слон-2,1,2,прислониться; заслонить; заслонять; прислонить; слоняться; заслон; заслонка; заслониться; заслоняться; прислоняться
слуг,слуг,слуг,0,,услуга; заслуга; слуга; прислуга; выслуга
служ,служ,слуг,0,,служба; служить; обслуживание; служебный; заслужить; послужить; заслуживать; служащий; служение; обслуживать
слух,слух,слух,0,,слух; вслух; слуховой; слухать; неслух; слухач
слуш,слуш,слух,0,,слушать; послушать; выслушать; прислушиваться; слушатель; прислушаться; слушаться; выслушивать; послушный; вслушиваться
слы,слы,слав-1,0,,слыть; прослыть
слых,слых,слух,0,,слыхать; услыхать; слыхивать; слыхом
слыш,слыш,слух,0,,слышать; услышать; послышаться; слышаться; слышный; расслышать; слышь; понаслышке; заслышать; прослышать
слюд,слюд,слюд,0,,слюда; слюдяной; слюдинитовый; слюдистый; слюдовый; слюдянистость; слюдянистый
слюн,слюн,слюн,0,,слюна; слюни; слюнявый; слюнки; слюнный; слюнить; слюнтяй; слюнявить; заслюнивать; заслюнить
сляк,сляк,сляк,0,,слякоть; слякотный
смак,смак,смак,0,,смаковать; смак; смакование; посмаковать; смаковаться
смал,смал,смал,0,,высмаливать; высмаливаться; досмаливать; засмаливать; засмаливаться; насмаливать; насмаливаться; осмаливать; осмаливаться; пересмаливать
смарк,смарк,смарк,0,,насмарку; отсмаркиваться
сматр,сматр,сматр,0,,рассматривать; рассматриваться; предусматривать; осматривать; всматриваться; просматриваться; просматривать; посматривать; присматриваться; высматривать
смач,смач,смак,0,,смачный; смачность
сме-1,сме,сме-1,1,1,смеяться; смех; засмеяться; смешной; усмехнуться; рассмеяться; усмешка; насмешка; посмеяться; посмеиваться
сме-2,сме,сме-2,1,2,смелый; сметь; смело; смелость; посметь; осмелиться; осмелеть; осмеливаться; смельчак; посмелеть
смерд,смерд,смерд,0,,смердеть; смерд; насмердеть
смерч,смерч,смерч,0,,смерч; смерчевой
смокв,смокв,смокв,0,,смоква
смоков,смоков,смокв,0,,смоковница
смол,смол,смал,0,,смола; смольный; смоляной; смолистый; смолить; просмолить; смоль; высмолить; досмолить; засмолить
сморк,сморк,смарк,0,,насморк; сморкаться; высморкаться; высморкать; высморкнуть; засморкать; засморкаться; отсморкаться; сморкание; сморкать
смород,смород,смерд,0,,смородина; смородиновый; смородинка; смородинник; смородинный; смородиновка; смородовый
смороч,смороч,смарк,0,,насморочный
сморч,сморч,смарк,0,,сморчок; сморчковый
смотр,смотр,сматр,0,,смотреть; посмотреть; предусмотреть; рассмотреть; рассмотрение; осмотреть; осмотр; смотреться; пересмотр; просмотр
смрад,смрад,смерд,0,,смрад; смрадный; смрадность
смугл,смугл,смугл,0,,смуглый; посмуглеть; смуглеть; смугловатый; смуглость; смуглота; смуглявый; смугляк; смуглянка
смур,смур,смур,0,,пасмурный; пасмурность; пасмурь; смурый
смуш,смуш,смуш,0,,смушка; смушковый
сн,сн,сн,0,,сниться; присниться
снаст,снаст,снаст,0,,оснастить; снасть; оснастка; оснастчик; переоснастить; переснастить; расснастить; расснастка; снастить; снаститься
снащ,снащ,снаст,0,,оснащение; оснащать; оснащённость; оснащивать; оснащиваться; переоснащать; переоснащаться; переснащать; переснащаться; переснащивать
снег,снег,снег,0,,снег; снеговой; снегирь; снегурка; снегурочка; снегурочный
снеж,снеж,снег,0,,снежный; заснеженный; снежок; снежинка; подснежник; снежник; бесснежный; бесснежность; бесснежье; наснежить
снет,снет,снет,0,,снетковый; снеток; снеточек; снеточный
снов,снов,снов,0,,основной; основа; основание; основать; обоснование; основываться; обосновать; основатель; обоснованный; сновать
сноп,сноп,сноп,0,,сноп; снопик; сноповка; снопочек
снох,снох,снох,0,,сноха; снохач; снохаческий; снохачество
со(j),со(j),со(j),0,,сойка
соб,соб,саб,0,,собственный; особенно; особый; способ; способный; особенность; способность; собственность; собственно; способствовать
собак,собак,собак,0,,собака
собач,собач,собак,0,,собачий; собачка; собачонка; собачник; насобачиться; собачиться; собачата; собачей; собаченька; собачина
собол,собол,собол,0,,соболь; соболий; соболиный; соболёк; соболёнок; соболюшка; соболятник
сов-1,сов,сов-1,1,1,сова; совка; совиный; осовелый; осоветь; совёнок; советь; совий
сов-2,сов,сов-2,1,2,совать; высовываться; соваться; засов; засовывать; подсовывать; совок; высовывать; совковый; просовывать
сок,сок,сач-1,0,,сок; пасока; подсока; соковый
сокол,сокол,сокол,0,,сокол; соколиный; соколик; соколёнок; соколец; соколий; соколиха; соколок; сокольник; сокольничий
сол-1,сол,сал-2,1,1,соль; посол (засол); рассол; посолить; соляной; солить; солянка; насолить; подсолить; солонка
сол-2,сол,сл-1,1,2,посол (дипломатический представитель); посольство; посольский
солаж,солаж,слад,0,,осолаживание; осолаживать; осолаживаться
солдат,солдат,солдат,0,,солдат; солдатский; солдатик; солдатка; солдатня; солдатство; солдатушки; солдатчина; солдатьё
солн,солн,солн,0,,солнце; солнечный; солнышко; подсолнечный; подсолнух; подсолнечник; бессолнечный; подсолнуховый; солнечник; солнечность
солов-1,солов,солов-1,1,1,соловей; соловьиный; соловеюшка; соловка; соловушек; соловушка; соловьёнок; соловьиха
солов-2,солов,солов-2,1,2,осоловеть; осоловелый; посоловелый; посоловеть; соловеть; соловый
солод,солод,слад,0,,солод; высолодить; насолодить; осолоделый; осолодеть; пересолодить; рассолодеть; солоделый; солодеть; солодильный
солож,солож,слад,0,,соложение; соложёный
солом,солом,солом,0,,солома; соломенный; соломинка; соломка; соломенник; соломина; соломистый; соломит; соломитовый
солощ,солощ,слад,0,,солощий
сом,сом,сом,0,,сом; сомёнок; сомина; сомовий; сомовина
сон,сон,сн,0,,сон; сонный; бессонница; бессонный; спросонья; сонливость; спросонок; сонник; впросонках; впросонье
сонм,сонм,сонм,0,,сонм; сонмище
соп-1,соп,сап,1,1,сопеть; засопеть; сопля; сопляк; сопливый; сопло; сопение; осопливеть; сопатка; сопатый
соп-2,соп,с,1,2,усопший
соп-3,соп,соп-3,1,3,сопка; сопочный
сор,сор,сар,0,,сорняк; сор; сорить; сорный; соринка; засорять; засорение; засорить; засориться; засорённость
сорок-1,сорок,сорок-1,1,1,сороковины; сорок; сороковка; сороковой
сорок-2,сорок,сорок-2,1,2,сорока (птица)
сорок-3,сорок,сорок-3,1,3,сорока (головной убор)
сором,сором,сором,0,,сором; соромный
сороч-1,сороч,сорок-1,1,1,сорочины
сороч-2,сороч,сорок-2,1,2,сорочий; сорочить
сороч-3,сороч,сорок-3,1,3,сорочка; сорочечный
сос,сос,сас,0,,насос; сосать; сосок; сосулька; рассосаться; высосать; насосный; соска; засосать; всосать
сосен,сосен,сосен,0,,сосенка; сосенный
сосён,сосён,сосен,0,,сосёнка
сосн,сосн,сосен,0,,сосна; сосновый; сосняк; соснячок
сот-1,сот,сот-1,1,1,сотня; сотка; сотник; сотенный; посотенно; сотенка; сотничиха; сотняга; сотняжка; сотский
сот-2,сот,сот-2,1,2,сотовый; соты
сох-1,сох,сох-1,1,1,посох; соха; сохатый; рассоха
сох-2,сох,сох-2,1,2,высохнуть; засохнуть; пересохнуть; сохнуть; просохнуть; подсохнуть; усохнуть; иссохший; обсохнуть; ссохнуться
соч,соч,сач-1,0,,сочный; сочиться; просочиться; сочельник; всочиться; высочить; высочиться; засочиться; насочиться; пасочный
сош,сош,сох-1,0,,сошка; посошок; сошник; посошковый; посошный; рассошистый; сошниковый; сошный
союж,союж,союж,0,,обсоюженный; союженный
союз,союз,союж,0,,союз; союзник; союзный; союзнический; союзница; бессоюзие; бессоюзный; обсоюзить; союзить; союзка
сп,сп,с,0,,спать; спальня; поспать; выспаться; спальный; проспать; спаться; успенский; спящий; заспанный
спе,спе,спе,0,,успеть; успех; спешить; успешный; успевать; спеть (созревать); поспешить; спешка; спелый; наспех
спес,спес,спес,0,,спесь; спесивый; заспесивиться; спесиветь; спесивец; спесивиться; спесивица; спесивость
спин,спин,спин,0,,спина; спинка; наспинник; спинища; спинушка
спирт,спирт,спирт,0,,спирт; спиртной; спиртовой; спиртовка; заспиртовать; заспиртоваться; заспиртовывать; заспиртовываться; наспиртовать; наспиртоваться
спиц,спиц,спиц,0,,спица
спич,спич,спиц,0,,спичка; спичечный; приспичить
спор,спор,спор,0,,спориться; спорый; спорость; спорынья; спорыш
спорт,спорт,спорт,0,,спортивный; спорт; спортивки
срам,срам,сором,0,,срам; посрамить; срамной; осрамиться; посрамление; срамота; засрамить; осрамить; посрамиться; посрамлять
сребр,сребр,серебр,0,,бессребреник; сребреник; бессребреница; сребристость; сребристый; сребрить; сребриться; сребро
сред,сред,серед,0,,средство; средний; среда; посредник; посредине; посредственный; посредничество; срединный; посредственность; посреднический
ссор,ссор,ссор,0,,ссора; ссориться; поссориться; поссорить; рассориться; перессориться; ссорить; перессоривать; перессориваться; перессорить
ст,ст,сот-1,0,,сто
ста(j),ста(j),ста(j),0,,стать (глаг.); стать (сущ.); остаться; статья; оставаться; поставить; становиться; представить; представлять; оставить
стад,стад,стад,0,,стадо; стадный; стадность
стакан,стакан,стакан,0,,стакан; стаканчик; подстаканник; стаканный
стакаш,стакаш,стакан,0,,стакашек; стакашка
стал,стал,стал,0,,стальной; сталь; сталировать; сталироваться
стан,стан,стан,0,,постанывать
станци(j),станци(j),станци(j),0,,станция; станционный; подстанция; пристанционный; станцийка
стар,стар,стар,0,,старый; старик; старший; старуха; старинный; старушка; старость; старшина; старичок; старец
стара,стара,стара,0,,стараться; постараться; старание; старательный; перестараться; расстараться; старательность; старатель; старательский; старательство
ствол,ствол,ствол,0,,ствол; стволовой; ствольный; приствольный; стволина; стволистость; стволистый; стволоватый; ствольщик
стеб,стеб,стеб,0,,стебель; остебелиться; остебеляться; стебануть; стебать; стебелёк; стебельковый; стебельный; стебельчатый; стеблевание
стёг,стёг,стег-1,0,,выстёгивать; выстёгиваться; застёгивание; застёгивать; застёгиваться; исстёгивать; настёгивать; настёгиваться; отстёгивать; отстёгиваться
стег-1,стег,стег-1,1,1,расстегнуть; застегнуть; пристегнуть; отстегнуть; подстегнуть; стегать; застегнуться; расстегнуться; расстегай; стегнуть
стег-2,стег,стег-2,1,2,стега
стеж-1,стеж,стег-1,1,1,стежок; отстежной; подстежной; пристежной; расстежной
стёж-1,стёж,стег-1,1,1,застёжка; отстёжка; перестёжка; подстёжка; пристёжка; простёжка; расстёжка; стёжка (действие по глаголу стегать)
стеж-2,стеж,стеж-2,1,2,настежь
стёж-2,стёж,стег-2,1,2,стёжка (тропинка)
стез,стез,стег-2,0,,стезя
стекл,стекл,стекл,0,,стекло; стеклянный; застеклить; стекляшка; остекленеть; остекление; остеклить; стекленеть; застекление; застеклённый
стёкл,стёкл,стекл,0,,стёклышко
стекол,стекол,стекл,0,,стекольщик; стекольный; стеколышко; стекольня; стекольце
стел,стел,сл-2,0,,постель; постельный; застелить; постелить; расстелить; стелить; стелиться; стелька; подстелить; стелющийся
стен-1,стен,стан,1,1,стенание; стенать; стенящий
стен-2,стен,стен-2,1,2,стена; стенка; настенный; стенной; застенок; простенок; стеночка; стеновой; подстенок; простеночный
стен-3,стен,стен-3,1,3,застенчивый; застенчивость; стень
степ,степ,степ,0,,степь; степной; степняк; подстепной; подстепье; предстепье; степнячка
степен,степен,степен,0,,степень; постепенный; степенный; остепениться; остепенить; остепенять; остепеняться; постепеновец; постепеновщина; степенничать
стер,стер,стер,0,,распростереть; простереть; простереться; распростереться
стёр,стёр,стер,0,,распростёртый
стерв,стерв,стерв,0,,стерва; остервенение; стервятник; стервец; остервенелый; стервозный; остервенённый; остервенеть; остервенить; остервениться
стерег,стерег,стерег,0,,подстерегать; предостерегать; остерегаться; остерегать; подстерегаться; предостерегаться
стереж,стереж,стерег,0,,предостережение
стереч,стереч,стерег,0,,стеречь; предостеречь; подстеречь; остеречься; остеречь; постеречь; простеречь; стеречься; устеречь; устеречься
стержен,стержен,стержен,0,,стержень; стерженёк; стерженщик; стерженщица
стержн,стержн,стержен,0,,стержневой
стерляд,стерляд,стерляд,0,,стерлядь; стерлядка
стерляж,стерляж,стерляд,0,,стерляжий; стерляжина
стерн,стерн,стерн,0,,стерня; стерневой; стернь
стиг,стиг,стиг,0,,достигнуть; достигать; постигнуть; достигаться; настигнуть; постигать; застигнуть; настигать; постигаться; достигательное
стиж,стиж,стиг,0,,достижение; постижение; недостижимый; постижимый; достижимость; непостижный
стил,стил,сл-2,0,,подстилка; настил; застилать; расстилаться; расстилать; устилать; выстилать; подстилать; выстилание; выстилаться
стир,стир,стер,0,,простираться (распространяться); простирать (протягивать); распростирать; распростираться
стич,стич,стиг,0,,достичь; застичь; настичь; постичь
стл,стл,сл-2,0,,стлаться; устлать; выстлать; стланик; разостлать; выстлаться; достлать; застлать; застлаться; изостлать
сто(j),сто(j),ста(j),0,,стоить; стоять; настоящий; состояние; простой (сущ.); состоять; обстоятельство; постоянный; состояться; стоимость
стог,стог,стог,0,,стог; застоговать; стоговальщик; стогование; стоговать; стоговаться; стоговище; стоговой
стож,стож,стог,0,,стожок; подстожье; стожар; стожить
стол,стол,сл-2,0,,стол; столица; столик; столичный; столовая; столовый; престол; настольный; столешница; застольный
столб,столб,столб,0,,столб; столбик; остолбенеть; столбец; столбняк; столбовой; застолбить; столбенеть; остолбенелый; остолбенение
столп,столп,столп,0,,столп; столпник; столпнический; столповой
стон,стон,стан,0,,стон; стонать; застонать; простонать; стонущий
стоп,стоп,стоп,0,,стопка; стопа; стопочка; стопный; стоповой; стоповщик; стопочный
стопор,стопор,стопор,0,,застопориться; застопорить; стопор; застопоривать; застопориваться; стопорить; стопориться; стопорный; стопорщик
стор,стор,стер,0,,простор; просторный
стораж,стораж,стерег,0,,настораживать; настораживаться; подстораживать; стораживать
сторн,сторн,стерн,0,,сторновать; сторноваться; сторновка
сторож,сторож,стерег,0,,осторожный; сторож; осторожность; насторожиться; насторожить; сторожить; настороженный; предосторожность; сторожевой; настороженность
сторон,сторон,сторон,0,,сторона; сторонник; посторонний; сторонка; сторонний; сторониться; посторониться; сторонница; сторонушка; сторонщик
стр,стр,стр,0,,застрять; застревать; встрять; встревать; застревание
стра,стра,стра,0,,устраивать; устраиваться; расстраиваться; выстраиваться; выстраивать; настраивать; перестраиваться; настраиваться; перестраивать; расстраивать
страг,страг,страг,0,,выстрагивание; выстрагивать; выстрагиваться; застрагивать; застрагиваться; настрагивать; настрагиваться; обстрагивать; обстрагиваться; острагивать
страд,страд,страд,0,,страдать; страдание; пострадать; сострадание; выстрадать; страдалец; страдальческий; сострадать; страда; сострадательный
страж,страж,стерег,0,,стража; страж; стражник; стражничий
стран,стран,сторон,0,,страна; странный; пространство; страница; странно; распространение; распространить; распространяться; устранение; пространственный
страст-1,страст,страд,1,1,страсть (сущ.); страстный; пристрастие; бесстрастный; страстной; беспристрастный; пристраститься; пристрастный; страстность; беспристрастность
страст-2,страст,страст-2,1,2,страсть (нареч.); острастка; пристрастить (припугнуть)
страус,страус,страус,0,,страус; страусовый; страусёнок; страусник; страусятник
страх,страх,страст-2,0,,страх; страховой; страхование; страховщик; застраховать; страховка; страхователь; страховать; страховаться; страховочный
страч,страч,страч,0,,выстрачивание; выстрачивать; выстрачиваться; застрачивание; застрачивать; застрачиваться; исстрачивать; настрачивать; настрачиваться; обстрачивать
страш,страш,страст-2,0,,страшный; страшиться; бесстрашный; бесстрашие; устрашение; страшить; страшилище; страшноватый; устрашать; страшенный
стращ,стращ,страст-2,0,,стращать; застращать; застращивание; застращивать; застращиваться; настращать; постращать; пристращать; пристращаться; пристращивать
стреж,стреж,стреж,0,,стрежень; стрежневой
стрек-1,стрек,стрек-1,1,1,острекавить; острекавиться; острекать; острекаться; стрекава; стрекавить; стрекавиться; стрекало; стрекательный; стрекать (колоть)
стрек-2,стрек,стрек-2,1,2,стрекоза; стрекотать; подстрекать; стрекот; застрекотать; подстрекательство; подстрекатель; стрекач; подстрекала; подстрекательница
стрел,стрел,стрел,0,,стрелять; выстрел; стрельба; расстрелять; стрелка; стрела; расстрел; выстрелить; застрелить; стрелок
стрём,стрём,стрем-2,0,,стрёма
стрем-1,стрем,стрем-1,1,1,стремя; стремянка; стременной; стремечко; стремёшка; стремянный
стрем-2,стрем,стрем-2,1,2,стремиться; стремление; стремительный; устремиться; устремить; устремляться; устремление; стремительность; устремлять; стремнина
стрепет,стрепет,стрепет,0,,стрепет; стрепетёнок; стрепетиный
стрех,стрех,стрех,0,,застреха; стреха
стреч,стреч,стрек-2,0,,стречок
стриг,стриг,стриг,0,,постриг; стригунок; подстригать; расстрига; выстригать; выстригаться; достригать; застригать; настриг; настригать
стриж-1,стриж,стриг,1,1,стрижка; стриженый; выстрижка; перестрижка; подстрижка; постриженец; пострижение; постриженик; постриженка; расстрижение
стриж-2,стриж,стриж-2,1,2,стриж; стрижовые
стрич,стрич,стриг,0,,стричь; подстричь; остричь; постричь; стричься; постричься; выстричь; подстричься; состричь; выстричься
стро(j),стро(j),стра,0,,строительство; построить; устроить; настроение; строить; устройство; строй; строительный; построение; строиться
строг-1,строг,страг,1,1,строгать; выстрогать; застрогать; исстрогать; настрогать; настрогаться; обстроганный; обстрогать; острогать; отстрогать
строг-2,строг,строг-2,1,2,строгий; строго; строгость; настрого; строгонек
строж,строж,страг,0,,строжка
строк,строк,страч,0,,строка
стром,стром,стрем-1,0,,постромка; постромочный
строп,строп,строп,0,,стропило; строп; остропиливать; остропиливаться; остропилить; остропить; стропилина; стропилить; стропильный; стропить
стропт,стропт,стропт,0,,строптивый; строптивость; строптиветь; строптивец; строптивица
строч,строч,страч,0,,строчка; строчить; подстрочник; настрочить; прострочить; строчной; застрочить; подстрочный; строчок; выстрочить
стру(j),стру(j),стру(j),0,,струя; струйка; струиться; заструиться; струистость; струистый; струить; струйчатый
струг-1,струг,страг,1,1,выстругать; заструг; обстругать; струг (инструмент); стругать; застругать; исстругать; настругать; настругаться; настругивать
струг-2,струг,струг-2,1,2,струг (судно); струговой; струговщик
струж-1,струж,страг,1,1,стружка; обстружка; подстружка; соструживать; соструживаться; состружить; стружечный; стружить
струж-2,струж,струг-2,1,2,стружок
струн,струн,струн,0,,струна; струнный; струнка; приструнить; бесструнный; приструнивать; приструниваться; сострунивать; соструниваться; сострунить
струч,струч,струч,0,,стручок; стручковый; стручистый; стручочек; стручочник
стряп,стряп,стряп,0,,состряпать; стряпать; стряпня; стряпуха; достряпать; настряпать; настряпаться; обстряпать; обстряпывать; обстряпываться
студ,студ,студ,0,,простуда; простудиться; простудить; остудить; студень; простудный; застудить; студенистый; выстудить; студить
стуж,стуж,студ,0,,стужа; остужать; простужаться; выстужать; выстужаться; выстуживание; выстуживать; застуженный; застуживать; застуживаться
стул,стул,стул,0,,стул; стульчик; стулик; стульчак
ступ-1,ступ,ступ-1,1,1,выступать; поступить; преступление; выступление; поступать; выступить; наступить; вступить; поступок; наступать
ступ-2,ступ,ступ-2,1,2,ступа; ступка; ступочный
сты,сты,сты,0,,остынуть; остывать; застывать; стынуть; простынуть; постылый; опостылеть; стылый; выстывать; выстыть
стыд,стыд,стыд,0,,стыдно; стыд; стыдиться; постыдный; стыдный; устыдиться; бесстыдный; стыдить; бесстыдство; стыдливый
стыж,стыж,стыд,0,,бесстыжий; пристыжать; устыжать; устыжаться
стыр,стыр,стыр,0,,настырный
стяг,стяг,стяг,0,,стяг; стяговый
стяж-1,стяж,стяг,1,1,стяжок
стяж-2,стяж,стег-1,1,2,пристяжка; пристяжной; пристяжь
су,су,сов-2,0,,сунуть; засунуть; высунуться; сунуться; подсунуть; высунуть; просунуть; осунуться; всунуть; просунуться
суббот,суббот,суббот,0,,суббота; субботний; субботник
суд-1,суд,суд-1,1,1,суд; судьба; судебный; судить; судья; обсудить; осудить; подсудимый; рассудок; ссуда
суд-2,суд,суд-2,1,2,судно; посуда; сосуд; судовой; посудина; сосудистый; посудный; судок; сосудик; посудник
судак,судак,судак,0,,судак; судаковый
судар,судар,судар,0,,сударь; сударыня; сударик; сударка; сударушка; сударынька
судач,судач,судак,0,,судачий; судачок
суе,суе,суе,0,,суета; суетиться; засуетиться; суетливый; суетный; всуе; суетливость; суетность; насуетиться; посуетиться
суж,суж,суд-1,0,,суженый; суженая; высуживать; засуживать; засуживаться; обсуживать; пересуживать; пересуживаться; просуживать; просуживаться
